CS,Density,WC,pH,EC,F,G,Pollen_analysis,Viscosity,Purity,Price
1.05,1.69,22.33,5.56,0.84,21.62,21.94,Sunflower,9239.19,0.64,564.12
3.62,1.39,21.59,5.06,0.75,43.41,20.8,Manuka,6950.74,0.88,856.45
8.47,1.67,15.1,2.79,0.72,34.9,39.01,Avocado,4160.79,0.68,665.85
8.58,1.42,15.86,6.75,0.74,20.87,40.32,Rosemary,6288.12,0.88,662.03
3.14,1.69,22.1,4.59,0.89,42.87,26.22,Wildflower,2824.33,0.82,264.51
3.07,1.44,22.34,2.78,0.76,46.61,31.64,Rosemary,8808.92,0.9,680.92
5.18,1.84,24.6,7.49,0.79,31.1,37.52,Chestnut,9590.82,0.96,932.75
8.22,1.21,21.97,6.43,0.77,32.04,22.48,Manuka,4904.3,0.66,641.42
2.06,1.4,19.36,3.45,0.82,39.5,23.94,Buckwheat,7413.86,1.0,684.45
7.07,1.84,17.41,5.71,0.87,24.31,29.67,Sage,5208.76,1.0,926.3
9.96,1.81,19.49,6.92,0.71,45.24,32.09,Thyme,8428.04,0.66,606.29
6.68,1.31,24.58,2.97,0.86,20.33,33.34,Chestnut,7828.72,0.97,939.52
1.31,1.41,16.15,4.45,0.76,39.03,22.35,Chestnut,8408.25,1.0,966.61
6.25,1.25,21.91,4.67,0.88,46.47,30.07,Eucalyptus,1597.98,1.0,694.53
5.34,1.6,15.52,4.28,0.82,46.32,33.53,Rosemary,9479.53,1.0,754.98
6.9,1.52,19.16,3.86,0.82,22.2,24.5,Avocado,1651.19,1.0,976.69
2.18,1.43,23.64,6.96,0.81,42.86,22.49,Alfalfa,6328.65,0.88,379.35
2.32,1.82,23.23,5.36,0.71,43.56,26.2,Eucalyptus,8386.07,0.66,459.59
8.69,1.59,14.25,4.16,0.77,43.14,39.99,Tupelo,8386.24,0.82,769.55
7.33,1.66,14.74,3.12,0.7,36.63,29.29,Borage,8386.09,0.84,627.1
6.59,1.54,18.16,4.55,0.84,24.22,29.6,Clover,5371.88,1.0,211.13
3.86,1.59,15.14,7.12,0.77,48.9,26.51,Eucalyptus,7371.88,0.66,459.59
9.2,1.28,19.65,2.5,0.72,32.36,34.71,Thyme,2036.47,0.66,599.87
7.76,1.46,14.66,7.01,0.8,23.44,39.08,Borage,6460.66,0.66,492.92
3.05,1.62,12.6,3.89,0.8,38.2,23.84,Avocado,6044.18,0.82,797.8
9.45,1.83,20.12,7.48,0.87,30.87,20.98,Buckwheat,9815.51,0.63,431.0
5.57,1.38,24.17,6.59,0.78,35.44,36.16,Heather,4083.06,1.0,926.3
5.88,1.76,24.5,7.33,0.83,24.59,22.87,Sage,2051.64,0.92,852.12
3.69,1.54,14.56,3.49,0.85,49.03,32.71,Manuka,7613.71,0.82,802.69
8.12,1.35,19.08,3.99,0.87,28.03,26.88,Clover,6208.92,0.82,173.51
5.73,1.24,23.08,6.53,0.9,35.83,23.31,Wildflower,7732.1,0.97,311.22
7.29,1.46,16.46,7.37,0.71,41.48,37.01,Sage,2765.54,0.66,612.96
6.69,1.71,16.68,4.87,0.89,46.16,23.93,Heather,4490.15,1.0,926.3
7.79,1.73,23.75,4.76,0.87,29.91,21.96,Blueberry,4669.82,0.8,754.16
6.53,1.31,18.78,5.0,0.87,24.1,39.43,Avocado,1809.7,1.0,976.69
2.23,1.29,15.37,4.86,0.79,25.84,25.11,Thyme,6262.9,0.82,752.99
5.55,1.31,14.92,3.83,0.8,27.38,35.83,Clover,1917.77,1.0,211.13
7.87,1.78,15.96,7.42,0.78,45.03,40.69,Borage,2161.44,0.61,454.17
6.53,1.25,24.52,6.95,0.71,42.81,42.29,Blueberry,7610.12,0.95,896.25
2.79,1.72,18.49,2.83,0.79,36.25,36.24,Tupelo,1609.23,0.66,613.07
9.31,1.75,24.45,4.13,0.81,42.51,33.42,Lavender,5783.37,0.82,496.27
7.12,1.67,20.3,2.59,0.81,41.83,23.24,Chestnut,9978.3,0.92,889.21
4.06,1.38,21.43,4.28,0.85,23.71,20.55,Lavender,7326.32,1.0,603.85
8.22,1.69,22.37,4.33,0.76,32.46,31.75,Borage,9644.88,0.82,606.97
2.02,1.7,13.95,2.53,0.85,24.36,43.81,Heather,6089.82,0.64,589.79
8.25,1.31,15.99,6.2,0.76,40.43,34.97,Avocado,5204.21,0.66,646.3
3.93,1.6,16.89,3.74,0.81,36.79,39.51,Buckwheat,8427.17,1.0,684.45
8.97,1.49,24.8,5.88,0.86,21.06,42.72,Orange Blossom,7932.76,0.64,160.06
3.44,1.33,15.27,5.59,0.8,44.74,41.37,Orange Blossom,4806.78,0.64,160.06
6.74,1.44,18.25,6.14,0.76,21.92,24.43,Eucalyptus,4388.42,1.0,694.53
9.88,1.24,14.83,7.1,0.76,41.19,33.13,Heather,8170.71,0.66,612.96
9.65,1.56,16.18,5.16,0.71,47.55,24.07,Thyme,4987.34,0.64,583.37
8.42,1.59,16.44,2.55,0.72,22.33,23.84,Clover,2967.39,0.64,134.43
9.5,1.23,12.16,4.67,0.71,35.72,21.13,Tupelo,7207.08,0.82,764.87
9.51,1.56,23.68,3.28,0.84,35.17,36.01,Sunflower,4529.51,0.84,745.87
2.36,1.62,24.14,7.47,0.7,23.84,40.86,Heather,8911.51,0.64,589.79
9.29,1.29,22.33,4.41,0.86,34.35,24.36,Thyme,7463.21,0.82,748.4
3.03,1.43,16.6,2.86,0.79,48.26,39.48,Acacia,2143.85,0.88,475.42
7.94,1.49,12.86,5.37,0.85,21.55,23.52,Alfalfa,2394.6,0.61,263.76
4.1,1.49,22.68,3.97,0.75,31.6,43.66,Lavender,5256.06,0.82,493.25
7.02,1.75,21.26,3.68,0.76,35.8,27.73,Acacia,7679.21,1.0,543.41
5.13,1.79,16.25,7.11,0.78,30.62,35.82,Wildflower,8419.2,0.99,319.27
8.94,1.24,15.58,5.72,0.8,33.34,26.27,Lavender,9733.78,0.66,395.35
6.33,1.69,20.96,2.63,0.71,24.78,29.65,Sunflower,9809.98,0.94,837.21
8.47,1.85,19.82,3.03,0.87,45.2,27.85,Thyme,3330.09,0.82,752.99
3.95,1.56,24.13,4.34,0.82,36.74,41.84,Eucalyptus,4260.54,0.82,567.31
2.39,1.74,17.3,5.56,0.85,27.79,20.58,Alfalfa,3459.55,0.85,366.36
1.82,1.3,21.3,2.81,0.75,33.3,34.81,Wildflower,6836.67,0.68,219.42
7.66,1.46,15.1,6.46,0.82,41.14,41.44,Clover,3374.48,0.64,134.43
2.43,1.31,14.93,5.75,0.78,21.95,29.85,Sunflower,2831.56,0.66,586.28
2.02,1.27,16.55,4.62,0.78,32.83,27.33,Tupelo,2483.59,0.82,762.99
4.71,1.43,18.11,6.25,0.7,42.78,36.29,Tupelo,2055.9,0.88,819.22
5.61,1.43,20.34,3.83,0.74,48.85,40.2,Sage,3486.59,1.0,926.3
3.24,1.75,17.11,2.5,0.82,31.38,31.53,Alfalfa,9765.99,0.86,374.16
5.52,1.84,16.18,5.72,0.82,42.91,28.11,Chestnut,3186.39,0.97,939.52
2.75,1.46,15.03,5.2,0.8,39.96,42.03,Heather,4236.43,0.66,608.32
6.27,1.29,24.03,3.97,0.71,20.91,41.16,Blueberry,2974.7,1.0,946.46
7.61,1.26,18.25,6.86,0.85,32.41,40.53,Chestnut,7023.22,0.66,634.8
3.28,1.38,16.71,3.45,0.7,45.76,39.21,Buckwheat,6668.75,1.0,684.45
9.3,1.32,17.01,4.28,0.7,27.15,32.25,Buckwheat,8477.26,1.0,684.45
4.29,1.85,20.32,7.39,0.87,42.15,21.35,Sage,5274.57,0.64,589.79
1.24,1.85,23.33,3.54,0.75,31.56,24.22,Eucalyptus,5718.47,0.82,567.31
7.59,1.69,15.2,4.44,0.78,43.33,20.94,Clover,3429.45,0.8,168.23
6.08,1.66,22.33,7.49,0.8,36.18,41.05,Manuka,5977.81,0.97,944.43
9.97,1.84,14.45,5.15,0.72,28.27,24.06,Tupelo,4117.6,0.64,596.2
6.47,1.76,16.11,4.6,0.84,25.1,30.01,Alfalfa,6444.6,1.0,432.62
1.68,1.84,17.03,7.33,0.88,24.96,44.82,Manuka,4686.8,0.85,827.12
8.77,1.28,19.92,4.4,0.86,40.96,30.89,Sunflower,9041.07,0.82,728.14
2.81,1.59,18.24,6.43,0.89,43.74,27.94,Clover,5190.8,0.66,139.71
1.5,1.61,24.93,2.52,0.79,43.11,38.98,Rosemary,3275.78,0.66,499.59
5.19,1.63,13.39,7.33,0.87,36.51,24.47,Sunflower,6969.3,0.97,856.72
3.9,1.31,14.59,6.8,0.83,47.18,27.5,Borage,9483.37,0.66,492.92
2.18,1.6,20.99,7.01,0.88,43.42,37.82,Avocado,4176.87,0.66,646.3
1.87,1.25,24.11,6.91,0.81,34.93,21.39,Avocado,7999.71,0.66,641.42
4.98,1.6,13.75,5.64,0.85,33.69,44.17,Eucalyptus,8380.55,0.97,671.58
6.68,1.35,18.93,3.52,0.89,49.01,21.25,Blueberry,5278.68,1.0,946.46
9.24,1.4,24.5,6.91,0.73,48.8,42.55,Heather,1635.27,0.85,787.23
9.05,1.33,21.56,6.42,0.75,48.16,35.53,Acacia,6275.73,0.66,359.59
2.34,1.48,18.37,4.6,0.74,34.4,31.54,Rosemary,7921.38,0.84,635.59
9.39,1.75,14.3,4.19,0.76,29.63,25.96,Chestnut,3105.02,0.82,794.4
1.09,1.55,19.56,4.4,0.89,23.33,35.78,Eucalyptus,7764.86,0.82,570.79
8.55,1.53,22.19,5.67,0.81,39.23,25.2,Chestnut,7243.07,0.68,658.98
9.18,1.84,22.61,4.1,0.7,21.66,28.6,Wildflower,9166.97,0.82,264.51
7.42,1.79,17.5,5.02,0.79,41.98,41.21,Acacia,7827.12,0.85,460.19
7.06,1.29,19.6,7.38,0.77,21.97,29.44,Wildflower,3146.75,0.97,312.83
2.14,1.83,22.06,7.01,0.79,26.44,35.83,Rosemary,3045.44,0.66,499.59
3.15,1.38,20.1,6.65,0.77,30.81,44.88,Manuka,7415.25,0.9,876.0
6.97,1.54,21.92,4.25,0.89,35.25,37.13,Acacia,5795.54,1.0,543.41
2.72,1.57,24.36,3.54,0.72,32.85,44.49,Rosemary,3030.83,0.82,616.7
6.25,1.67,13.92,6.66,0.85,46.71,37.43,Clover,6108.21,0.97,205.21
6.37,1.4,20.13,5.45,0.82,47.08,35.07,Thyme,6352.81,1.0,916.22
3.27,1.25,24.35,4.77,0.73,22.58,44.76,Buckwheat,2556.37,0.8,545.38
8.88,1.83,12.88,2.75,0.85,27.76,28.8,Chestnut,9050.52,0.66,639.64
3.85,1.29,12.83,4.46,0.81,30.4,34.76,Thyme,8080.71,0.84,771.33
8.67,1.26,21.19,6.67,0.81,39.37,36.79,Alfalfa,1538.1,0.66,283.24
1.18,1.56,21.23,4.87,0.82,27.69,40.74,Manuka,2444.13,0.77,751.86
8.76,1.54,22.74,5.43,0.79,42.28,41.14,Orange Blossom,7331.71,0.64,160.06
6.02,1.56,24.59,6.41,0.71,43.53,20.27,Chestnut,6421.1,0.95,915.33
5.76,1.51,14.22,6.21,0.79,47.27,28.38,Manuka,5588.58,0.97,949.32
7.09,1.5,16.22,6.58,0.86,47.17,34.26,Wildflower,2247.01,0.94,304.13
3.66,1.63,16.39,3.3,0.83,34.69,36.34,Orange Blossom,6377.66,0.84,211.63
2.29,1.58,13.51,2.78,0.78,45.92,33.08,Avocado,6814.87,0.66,646.3
6.43,1.25,22.29,7.41,0.83,35.51,34.08,Sunflower,8039.3,0.99,878.89
2.28,1.79,24.84,7.18,0.76,31.99,31.97,Heather,3795.61,0.68,631.49
5.09,1.44,14.3,4.24,0.78,20.79,31.62,Heather,2700.34,1.0,926.3
2.27,1.22,21.16,6.17,0.81,39.98,20.59,Orange Blossom,5282.21,0.66,165.09
6.03,1.67,21.59,7.19,0.72,26.16,38.36,Orange Blossom,5485.53,0.97,244.34
6.88,1.33,15.85,7.03,0.79,48.4,24.69,Avocado,8043.9,0.95,924.88
2.96,1.53,13.01,2.76,0.89,31.9,23.69,Sage,7524.71,0.66,608.32
1.54,1.45,14.25,5.57,0.83,43.56,42.13,Lavender,6653.99,0.88,529.51
6.77,1.76,13.8,6.5,0.88,27.56,25.94,Clover,5186.51,0.97,205.21
6.78,1.25,24.96,3.64,0.73,25.65,38.83,Sunflower,8524.64,1.0,885.99
1.22,1.59,23.49,4.29,0.77,49.78,26.47,Eucalyptus,9754.2,0.8,552.02
2.04,1.21,19.82,2.67,0.77,28.05,33.98,Alfalfa,3918.75,0.66,286.27
8.44,1.41,18.68,6.41,0.81,33.39,29.19,Clover,8159.27,0.92,194.64
1.09,1.5,24.63,2.92,0.82,31.91,36.5,Thyme,8998.24,0.68,624.62
6.35,1.52,15.91,3.2,0.79,41.44,40.41,Chestnut,7885.73,1.0,966.61
5.4,1.3,23.1,6.68,0.78,42.3,31.93,Heather,7871.79,0.97,900.34
3.41,1.4,21.6,4.19,0.8,29.42,27.21,Acacia,9213.88,1.0,543.41
1.95,1.32,14.81,3.48,0.72,22.75,25.85,Sunflower,8841.25,0.82,728.14
9.35,1.79,13.81,6.8,0.73,41.62,20.82,Borage,6629.41,0.64,474.29
8.54,1.68,13.99,5.27,0.86,39.93,41.18,Wildflower,7762.91,0.66,211.37
4.21,1.7,15.47,3.41,0.7,30.02,34.96,Eucalyptus,3371.07,0.84,584.69
2.58,1.43,24.29,4.4,0.85,42.26,44.76,Clover,9162.03,1.0,211.13
5.51,1.39,22.74,6.21,0.78,32.96,30.13,Alfalfa,9487.82,1.0,432.62
2.67,1.49,17.59,7.32,0.79,30.24,36.89,Orange Blossom,7588.15,0.89,224.21
3.34,1.75,21.05,5.95,0.87,42.54,35.49,Sage,7482.07,0.66,612.96
5.76,1.26,12.44,3.35,0.9,31.2,38.96,Clover,9286.95,1.0,211.13
9.13,1.73,22.3,7.02,0.76,20.11,26.87,Orange Blossom,9935.93,0.64,159.56
8.74,1.32,17.07,3.33,0.81,33.09,26.37,Sunflower,8193.38,1.0,885.99
1.12,1.29,16.01,6.51,0.73,41.41,23.41,Heather,9816.11,0.61,564.76
6.87,1.75,14.2,4.43,0.87,28.82,20.04,Clover,5406.19,1.0,211.13
5.07,1.54,15.82,4.66,0.78,40.37,35.93,Avocado,5707.05,1.0,976.69
9.38,1.63,22.95,7.41,0.7,25.45,24.32,Clover,8021.76,0.64,134.43
6.98,1.53,14.81,3.08,0.84,22.66,40.5,Clover,4829.73,1.0,211.13
5.13,1.32,17.28,5.76,0.9,33.99,30.22,Lavender,3130.81,1.0,603.85
8.88,1.31,17.51,7.15,0.88,42.01,32.28,Alfalfa,8375.35,0.87,377.19
5.56,1.38,22.91,4.69,0.79,49.93,43.95,Heather,6951.14,1.0,926.3
1.08,1.23,12.88,3.3,0.76,47.82,35.22,Blueberry,6730.14,0.82,777.84
3.08,1.36,22.47,6.86,0.79,46.35,42.82,Sunflower,8793.23,0.64,564.12
9.63,1.64,20.86,6.83,0.89,47.95,33.41,Avocado,6361.98,0.66,646.3
4.9,1.42,14.27,3.24,0.87,47.12,38.88,Tupelo,8982.42,1.0,936.38
2.99,1.24,22.15,7.09,0.73,44.81,20.8,Sage,7243.66,0.64,589.79
1.15,1.73,20.78,6.82,0.71,39.9,28.21,Buckwheat,2541.75,0.68,466.62
8.32,1.76,13.75,7.44,0.89,40.63,41.57,Chestnut,5860.29,0.64,615.46
7.7,1.37,22.76,3.73,0.87,45.2,20.85,Borage,9409.51,1.0,744.91
9.49,1.25,16.8,3.23,0.83,36.77,39.47,Sage,5924.71,1.0,926.3
2.39,1.23,16.62,7.28,0.78,32.57,20.38,Wildflower,4880.29,0.66,211.37
2.35,1.62,20.96,3.19,0.71,29.21,22.48,Sage,6695.71,0.8,738.09
3.5,1.44,15.02,6.02,0.79,42.26,26.97,Chestnut,5204.82,0.9,871.8
1.9,1.3,19.89,6.12,0.9,25.79,22.1,Rosemary,1853.88,0.61,460.31
9.38,1.83,17.5,3.71,0.8,46.94,22.79,Avocado,6442.41,1.0,976.69
6.22,1.37,13.68,3.11,0.86,26.8,38.13,Eucalyptus,1784.12,1.0,694.53
2.59,1.75,13.74,6.18,0.8,22.47,37.01,Chestnut,6687.96,0.66,639.64
9.53,1.71,13.65,3.08,0.88,49.17,33.8,Rosemary,9989.45,0.8,600.07
2.67,1.4,12.72,5.64,0.71,27.84,24.32,Lavender,9929.82,0.85,513.19
2.6,1.31,20.95,5.74,0.77,40.98,36.15,Chestnut,2153.0,0.64,613.52
5.03,1.47,19.15,7.14,0.8,34.57,43.05,Sage,6305.06,0.97,895.7
6.4,1.42,20.27,3.51,0.78,46.2,32.14,Orange Blossom,9468.44,1.0,251.38
8.1,1.74,17.01,7.09,0.85,39.12,35.15,Sage,4467.54,0.89,826.17
2.03,1.23,17.81,5.38,0.76,27.91,39.81,Buckwheat,4926.12,0.87,596.76
8.52,1.38,14.72,3.97,0.78,48.64,38.1,Chestnut,3683.79,1.0,966.61
4.9,1.72,16.72,2.73,0.85,24.01,44.28,Blueberry,2884.3,0.95,896.25
4.43,1.36,17.05,4.53,0.8,36.32,20.37,Tupelo,8490.32,1.0,936.38
8.38,1.47,19.91,3.94,0.73,34.03,24.77,Heather,6504.84,0.82,756.63
1.24,1.52,17.71,2.5,0.85,33.15,44.68,Manuka,4296.34,0.87,846.67
7.66,1.29,19.95,6.0,0.9,49.14,32.16,Clover,4548.91,0.66,139.71
7.42,1.47,24.75,5.87,0.73,27.66,32.87,Wildflower,7853.83,0.66,212.98
5.52,1.4,16.91,7.2,0.85,42.71,34.25,Tupelo,5425.25,1.0,936.38
7.64,1.54,20.24,3.11,0.9,36.99,33.64,Manuka,9667.35,0.82,795.84
5.42,1.35,24.75,7.45,0.82,32.39,44.7,Clover,8280.05,0.97,204.15
4.23,1.79,20.07,4.41,0.79,24.44,34.62,Rosemary,1963.95,0.8,600.07
2.55,1.7,16.07,7.33,0.77,41.88,22.32,Sunflower,4371.32,0.64,564.12
6.07,1.59,21.46,7.14,0.76,43.15,38.1,Heather,7106.37,0.97,900.34
1.98,1.35,15.57,4.52,0.88,39.51,27.65,Eucalyptus,3600.79,0.84,584.69
4.59,1.72,22.81,2.69,0.89,24.13,20.87,Acacia,8538.41,0.64,345.99
7.72,1.52,21.14,4.4,0.73,49.39,43.86,Sage,1937.68,0.77,713.06
7.81,1.27,14.56,2.62,0.81,37.39,42.87,Wildflower,7258.72,0.66,211.37
7.72,1.39,22.71,3.18,0.89,45.42,30.11,Alfalfa,9503.95,1.0,432.62
1.62,1.62,23.28,5.36,0.82,26.2,32.45,Sunflower,2473.52,0.64,562.35
2.07,1.68,21.69,4.88,0.74,43.39,30.75,Alfalfa,1706.93,0.8,343.85
4.97,1.57,13.87,5.93,0.8,21.29,40.38,Rosemary,3750.95,0.95,714.93
4.84,1.4,13.12,5.12,0.71,38.69,42.0,Rosemary,9251.61,1.0,754.98
5.78,1.82,16.91,3.64,0.76,49.93,25.9,Alfalfa,4729.72,1.0,432.62
4.19,1.25,17.11,6.15,0.78,41.26,34.91,Wildflower,8480.66,0.87,280.62
8.13,1.48,16.33,2.82,0.89,48.78,22.59,Rosemary,6865.34,0.64,480.71
9.78,1.54,15.4,3.28,0.88,32.85,22.77,Sage,7420.18,0.82,756.63
4.69,1.52,13.28,4.91,0.84,20.84,24.63,Chestnut,6573.2,0.8,770.22
1.93,1.66,17.8,4.88,0.84,30.22,43.98,Heather,2582.37,1.0,926.3
5.28,1.3,21.39,5.44,0.87,31.35,29.75,Orange Blossom,9807.0,0.96,242.58
6.06,1.22,24.41,6.83,0.81,42.61,36.04,Heather,4315.74,0.97,900.34
4.8,1.82,22.87,4.78,0.84,40.12,35.47,Avocado,4975.44,0.82,802.69
8.79,1.77,21.54,7.35,0.74,44.32,26.38,Alfalfa,6678.73,0.66,286.27
1.21,1.77,18.26,7.21,0.82,35.26,38.38,Clover,6516.1,0.68,143.93
3.73,1.71,22.76,3.11,0.79,44.17,34.25,Sunflower,8115.72,0.82,728.14
1.8,1.6,12.58,3.31,0.7,32.86,31.26,Blueberry,5444.79,0.84,796.78
9.35,1.7,16.18,5.1,0.7,42.71,33.01,Chestnut,8571.41,0.66,639.64
8.93,1.84,24.91,4.48,0.75,27.94,44.7,Blueberry,6730.2,0.8,754.16
7.22,1.85,15.02,4.96,0.84,33.42,24.12,Wildflower,6739.01,0.82,262.9
7.45,1.62,24.9,5.66,0.77,25.84,22.57,Acacia,6256.98,0.64,345.99
7.24,1.36,12.95,5.79,0.71,43.74,29.72,Alfalfa,9458.22,0.66,286.27
5.27,1.43,16.44,3.82,0.77,20.78,31.0,Blueberry,5328.59,1.0,946.46
5.5,1.71,15.36,5.91,0.9,35.49,34.61,Sage,4546.53,0.99,918.88
9.27,1.74,19.61,6.24,0.82,40.84,20.27,Sunflower,5620.71,0.64,564.12
9.79,1.48,23.44,3.76,0.77,35.76,35.87,Borage,7681.11,0.84,627.1
5.19,1.25,14.5,6.07,0.88,31.27,28.19,Clover,8138.77,0.99,209.44
1.68,1.58,17.96,5.88,0.75,39.33,43.25,Acacia,7536.52,0.87,471.07
5.63,1.35,16.25,3.48,0.72,48.17,40.23,Tupelo,8478.15,1.0,936.38
6.64,1.37,19.03,2.81,0.88,48.78,22.92,Heather,9963.05,1.0,926.3
8.4,1.79,20.45,3.43,0.83,31.53,30.39,Lavender,2520.26,0.84,508.35
7.26,1.59,12.3,3.32,0.81,47.42,22.76,Clover,8352.51,0.8,168.23
9.39,1.63,15.55,4.17,0.86,46.18,26.46,Alfalfa,8016.91,0.82,355.54
4.29,1.29,13.98,5.72,0.79,41.11,25.11,Buckwheat,2606.98,0.66,452.92
8.17,1.45,23.27,5.25,0.86,28.91,22.03,Blueberry,8608.77,0.64,602.62
8.86,1.8,19.24,3.44,0.79,42.47,34.32,Chestnut,3854.28,0.82,794.4
4.42,1.38,19.12,2.96,0.74,41.34,30.98,Tupelo,7782.64,0.9,844.53
7.24,1.54,18.03,3.13,0.73,41.26,38.83,Eucalyptus,3292.74,1.0,694.53
2.86,1.77,18.87,2.92,0.78,30.28,40.9,Eucalyptus,6011.37,0.66,456.11
7.09,1.27,23.12,6.73,0.78,26.98,22.09,Thyme,8769.76,0.95,867.61
2.35,1.74,24.94,5.81,0.85,32.78,38.82,Borage,5074.02,0.68,507.83
8.53,1.6,12.91,4.25,0.86,21.36,38.78,Wildflower,9411.47,0.82,264.51
2.01,1.77,14.15,6.05,0.79,36.55,34.45,Alfalfa,9437.0,0.68,294.93
2.58,1.42,15.11,5.96,0.88,20.51,22.92,Chestnut,3148.41,0.88,847.61
5.43,1.57,23.73,5.34,0.72,43.2,35.04,Acacia,5190.87,0.97,528.18
3.35,1.44,18.32,6.36,0.84,31.59,31.58,Heather,7811.08,0.92,853.98
5.4,1.74,16.87,3.2,0.87,34.73,40.15,Tupelo,2890.32,1.0,936.38
5.06,1.76,13.62,3.84,0.85,37.05,39.34,Chestnut,3539.49,1.0,966.61
3.9,1.74,17.27,5.35,0.86,32.65,27.48,Chestnut,1931.2,0.86,836.0
9.36,1.3,13.87,7.27,0.7,28.0,22.3,Thyme,6233.01,0.64,583.37
7.65,1.5,13.22,6.78,0.88,24.56,35.15,Buckwheat,7573.43,0.66,452.92
9.34,1.76,19.65,5.17,0.85,29.6,38.95,Wildflower,1535.77,0.64,204.28
5.35,1.67,12.83,6.21,0.73,25.98,25.08,Tupelo,3280.35,0.97,910.13
2.86,1.6,22.44,4.55,0.74,24.02,22.34,Chestnut,5719.07,0.8,770.22
9.25,1.58,12.77,6.63,0.81,37.5,25.88,Heather,3300.49,0.68,631.49
8.33,1.57,22.62,4.12,0.83,46.52,26.13,Clover,2488.1,0.8,167.81
5.26,1.28,21.3,4.92,0.81,24.28,37.65,Clover,1952.94,1.0,211.13
9.36,1.27,23.79,5.08,0.89,41.27,21.85,Manuka,4850.17,0.64,621.87
1.44,1.36,14.73,6.23,0.79,47.75,30.41,Chestnut,2668.18,0.9,871.8
3.52,1.59,19.02,6.86,0.82,25.17,44.61,Avocado,4897.54,0.64,621.87
7.29,1.69,18.79,3.47,0.83,49.07,42.15,Clover,5734.39,0.8,168.23
9.39,1.39,17.45,2.85,0.72,48.87,39.36,Acacia,9795.24,1.0,543.41
6.71,1.78,14.11,7.12,0.84,24.41,22.64,Chestnut,6187.73,0.95,915.33
8.55,1.47,21.36,4.88,0.89,20.61,26.85,Alfalfa,2343.72,0.8,343.85
4.25,1.39,16.47,6.14,0.86,34.67,34.19,Acacia,9486.68,0.92,500.98
5.57,1.76,19.11,6.07,0.84,35.55,34.01,Avocado,6971.64,0.99,968.87
3.13,1.58,13.28,7.33,0.88,26.28,39.78,Manuka,5747.58,0.66,646.3
5.69,1.36,24.67,6.57,0.73,36.35,33.92,Sunflower,2608.85,0.99,878.89
2.32,1.34,22.82,3.85,0.8,43.21,35.0,Heather,9722.92,0.8,736.24
4.32,1.46,17.98,3.2,0.73,41.55,43.1,Acacia,4257.57,1.0,543.41
9.99,1.68,17.77,7.05,0.87,49.71,44.32,Heather,5920.66,0.85,784.45
7.59,1.21,19.04,5.58,0.79,49.83,23.36,Orange Blossom,4890.77,0.64,160.06
5.01,1.3,19.68,4.62,0.72,22.91,26.58,Avocado,2461.55,1.0,976.69
8.3,1.3,16.29,6.64,0.77,21.44,20.31,Acacia,6931.09,0.64,345.99
7.85,1.38,20.27,2.88,0.85,24.63,26.97,Blueberry,8496.02,0.9,853.62
5.71,1.6,24.11,4.0,0.8,21.99,43.57,Thyme,6675.13,1.0,916.22
6.96,1.84,18.5,7.44,0.84,46.12,29.7,Lavender,7733.76,0.97,586.93
6.39,1.74,18.11,2.67,0.84,32.73,20.53,Acacia,8923.28,0.97,525.46
4.31,1.48,21.01,6.13,0.79,36.55,21.16,Thyme,6022.96,0.66,601.7
4.89,1.45,14.76,6.04,0.86,38.19,26.9,Avocado,7993.54,0.99,968.87
2.98,1.29,16.96,2.58,0.74,33.95,31.87,Blueberry,8946.07,0.89,844.14
3.95,1.63,14.58,6.26,0.85,33.54,23.69,Buckwheat,3161.65,0.66,449.49
2.86,1.67,19.85,5.75,0.78,45.71,35.87,Chestnut,8167.46,0.66,639.64
9.06,1.41,12.09,5.96,0.83,21.77,23.01,Clover,2142.54,0.85,179.43
4.87,1.38,16.24,6.48,0.84,43.39,30.63,Borage,5550.38,1.0,744.91
6.52,1.33,22.78,4.48,0.76,44.76,21.48,Acacia,3785.24,1.0,543.41
9.18,1.85,13.48,3.33,0.79,45.15,27.2,Thyme,7074.75,0.82,752.99
2.33,1.5,17.46,5.84,0.77,30.35,37.29,Avocado,9815.75,0.86,844.72
8.14,1.81,15.84,4.18,0.77,31.81,44.84,Borage,3154.39,0.82,608.46
1.11,1.3,24.13,6.07,0.8,49.17,33.16,Alfalfa,3782.17,0.66,286.27
3.87,1.79,22.55,4.23,0.9,31.7,25.62,Buckwheat,6743.66,0.84,576.21
1.45,1.68,20.5,4.76,0.73,38.61,20.05,Alfalfa,4199.98,0.82,353.38
2.7,1.51,21.35,6.98,0.77,35.49,44.06,Acacia,5095.94,0.66,356.87
5.88,1.44,16.19,2.57,0.85,43.44,37.89,Buckwheat,3955.46,1.0,684.45
9.7,1.59,12.67,6.88,0.73,22.12,29.97,Sage,7018.55,0.66,612.96
9.38,1.44,16.96,3.12,0.88,33.12,24.61,Avocado,3401.91,1.0,976.69
3.76,1.65,14.59,6.08,0.74,49.57,20.3,Lavender,5030.74,0.64,384.48
6.58,1.8,21.69,6.45,0.78,21.77,30.51,Clover,7792.87,0.97,205.21
1.23,1.46,15.4,4.15,0.79,24.57,32.26,Orange Blossom,9006.99,0.82,206.6
6.1,1.86,21.25,7.11,0.72,40.89,32.74,Eucalyptus,5228.63,0.97,675.06
